date,tag,count,week
2017-02-22,allah,20,4.0
2017-02-22,arabic,370,4.0
2017-02-22,california,370,4.0
2017-02-22,christianity,17,4.0
2017-02-22,followback,44,4.0
2017-02-22,immigration,90,4.0
2017-02-22,is,13,4.0
2017-02-22,isis,32,4.0
2017-02-22,islam,1784,4.0
2017-02-22,muhammad,19,4.0
2017-02-22,muslim,120,4.0
2017-02-22,quran,72,4.0
2017-02-22,resist,28,4.0
2017-02-22,sydney,370,4.0
2017-02-22,taliban,13,4.0
2017-02-22,tourism,370,4.0
2017-02-22,trump,17,4.0
2017-02-22,uganda,370,4.0
2017-02-22,unga,370,4.0
2017-02-22,usa,6,4.0
2017-02-22,veil,1177,4.0
2017-02-23,arabic,367,4.0
2017-02-23,california,367,4.0
2017-02-23,christianity,17,4.0
2017-02-23,followback,25,4.0
2017-02-23,immigration,57,4.0
2017-02-23,is,25,4.0
2017-02-23,isis,161,4.0
2017-02-23,islam,791,4.0
2017-02-23,muhammad,127,4.0
2017-02-23,muslim,74,4.0
2017-02-23,quran,123,4.0
2017-02-23,sydney,367,4.0
2017-02-23,taliban,123,4.0
2017-02-23,tourism,367,4.0
2017-02-23,trump,6,4.0
2017-02-23,uganda,367,4.0
2017-02-23,unga,367,4.0
2017-02-23,usa,13,4.0
2017-02-23,veil,183,4.0
2017-02-24,allah,25,4.0
2017-02-24,arabic,353,4.0
2017-02-24,california,353,4.0
2017-02-24,christianity,8,4.0
2017-02-24,followback,16,4.0
2017-02-24,god,8,4.0
2017-02-24,immigration,75,4.0
2017-02-24,is,44,4.0
2017-02-24,isis,125,4.0
2017-02-24,islam,655,4.0
2017-02-24,muhammad,123,4.0
2017-02-24,muslim,60,4.0
2017-02-24,quran,142,4.0
2017-02-24,resist,6,4.0
2017-02-24,sydney,353,4.0
2017-02-24,taliban,94,4.0
2017-02-24,tourism,354,4.0
2017-02-24,trump,10,4.0
2017-02-24,uganda,353,4.0
2017-02-24,unga,353,4.0
2017-02-24,usa,23,4.0
2017-02-24,veil,47,4.0
2017-02-25,allah,13,4.0
2017-02-25,arabic,255,4.0
2017-02-25,california,255,4.0
2017-02-25,christianity,11,4.0
2017-02-25,followback,32,4.0
2017-02-25,god,30,4.0
2017-02-25,immigration,49,4.0
2017-02-25,is,30,4.0
2017-02-25,isis,72,4.0
2017-02-25,islam,530,4.0
2017-02-25,muhammad,67,4.0
2017-02-25,muslim,93,4.0
2017-02-25,quran,90,4.0
2017-02-25,resist,1,4.0
2017-02-25,sydney,255,4.0
2017-02-25,taliban,42,4.0
2017-02-25,tourism,255,4.0
2017-02-25,trump,80,4.0
2017-02-25,uganda,255,4.0
2017-02-25,unga,255,4.0
2017-02-25,usa,17,4.0
2017-02-25,veil,31,4.0
2017-02-26,allah,36,5.0
2017-02-26,arabic,131,5.0
2017-02-26,california,131,5.0
2017-02-26,christianity,3,5.0
2017-02-26,followback,32,5.0
2017-02-26,god,30,5.0
2017-02-26,immigration,18,5.0
2017-02-26,is,15,5.0
2017-02-26,isis,33,5.0
2017-02-26,islam,297,5.0
2017-02-26,muhammad,18,5.0
2017-02-26,muslim,90,5.0
2017-02-26,quran,39,5.0
2017-02-26,resist,6,5.0
2017-02-26,sydney,131,5.0
2017-02-26,taliban,15,5.0
2017-02-26,tourism,131,5.0
2017-02-26,trump,44,5.0
2017-02-26,uganda,131,5.0
2017-02-26,unga,131,5.0
2017-02-26,usa,8,5.0
2017-02-26,veil,11,5.0
2017-02-27,arabic,50,5.0
2017-02-27,california,56,5.0
2017-02-27,christianity,28,5.0
2017-02-27,followback,14,5.0
2017-02-27,god,7,5.0
2017-02-27,immigration,39,5.0
2017-02-27,is,20,5.0
2017-02-27,isis,54,5.0
2017-02-27,islam,180,5.0
2017-02-27,muhammad,19,5.0
2017-02-27,muslim,100,5.0
2017-02-27,quran,52,5.0
2017-02-27,resist,5,5.0
2017-02-27,sydney,50,5.0
2017-02-27,taliban,42,5.0
2017-02-27,tourism,50,5.0
2017-02-27,trump,4,5.0
2017-02-27,uganda,50,5.0
2017-02-27,unga,50,5.0
2017-02-27,veil,8,5.0
