day,language,gps,wo_gps
2017-03-08,it,2517,2517
2017-03-08,ja,1026,1026
2017-03-08,kn,24,24
2017-03-08,ko,169,169
2017-03-08,lv,5,5
2017-03-08,mr,1,1
2017-03-08,ms,14,14
2017-03-08,msa,108,108
2017-03-08,nb,30,30
2017-03-08,nl,7508,7508
2017-03-08,no,267,267
2017-03-08,pa,1,1
2017-03-08,pl,551,551
2017-03-08,pt,3105,3105
2017-03-08,pt-PT,40,40
2017-03-08,ro,38,38
2017-03-08,ru,1293,1293
2017-03-08,sk,6,6
2017-03-08,sl,1,1
2017-03-08,sq,1,1
2017-03-08,sr,23,23
2017-03-08,sv,1387,1387
2017-03-08,ta,4,4
2017-03-08,th,199,199
2017-03-08,tr,5331,5331
2017-03-08,uk,20,20
2017-03-08,ur,10,10
2017-03-08,vi,7,7
2017-03-08,xx-lc,39,39
2017-03-08,zh-CN,43,43
2017-03-08,zh-HK,1,1
2017-03-08,zh-Hans,1,1
2017-03-08,zh-TW,10,10
2017-03-08,zh-cn,172,172
2017-03-08,zh-tw,34,34
2017-03-09,ar,172697,202253
2017-03-09,bg,2,2
2017-03-09,ca,89,115
2017-03-09,cs,44,53
2017-03-09,cy,4,4
2017-03-09,da,86,99
2017-03-09,de,1520,1992
2017-03-09,el,37,57
2017-03-09,en,214478,249755
2017-03-09,en-AU,21,24
2017-03-09,en-GB,494,629
2017-03-09,en-IN,3,4
2017-03-09,en-gb,3833,4676
2017-03-09,es,7650,9869
2017-03-09,es-MX,3,3
2017-03-09,eu,8,13
2017-03-09,fa,56,63
2017-03-09,fi,58,70
2017-03-09,fr,9552,14021
2017-03-09,fr-CA,0,1
2017-03-09,ga,0,1
2017-03-09,gl,3,5
2017-03-09,he,84,131
2017-03-09,hi,35,36
2017-03-09,hr,5,8
2017-03-09,hu,16,17
2017-03-09,id,7493,8028
2017-03-09,in,2,2
2017-03-09,it,557,775
2017-03-09,ja,400,460
2017-03-09,kn,6,6
2017-03-09,ko,60,67
2017-03-09,lv,1,1
2017-03-09,ms,3,3
2017-03-09,msa,48,48
2017-03-09,nb,11,13
2017-03-09,nl,1545,2200
2017-03-09,no,65,86
2017-03-09,pl,123,209
2017-03-09,pt,1229,1887
2017-03-09,pt-PT,12,20
2017-03-09,ro,11,13
2017-03-09,ru,465,546
2017-03-09,sk,3,3
2017-03-09,sr,7,9
2017-03-09,sv,308,419
2017-03-09,th,64,71
2017-03-09,tr,1072,1374
2017-03-09,uk,7,8
2017-03-09,ur,3,3
2017-03-09,vi,9,9
2017-03-09,xx-lc,20,21
2017-03-09,zh-CN,36,38
2017-03-09,zh-HK,1,1
2017-03-09,zh-TW,1,1
2017-03-09,zh-cn,76,81
2017-03-09,zh-tw,15,15
2017-03-10,ar,412108,455702
2017-03-10,bg,4,4
2017-03-10,bn,6,7
2017-03-10,ca,336,353
2017-03-10,cs,134,136
2017-03-10,cy,6,6
2017-03-10,da,187,196
2017-03-10,de,5485,5870
2017-03-10,el,128,139
2017-03-10,en,423891,469556
2017-03-10,en-AU,50,54
2017-03-10,en-GB,1387,1485
2017-03-10,en-IN,4,4
2017-03-10,en-US,7,7
2017-03-10,en-gb,9636,10418
2017-03-10,es,20291,22051
2017-03-10,es-MX,5,9
2017-03-10,eu,9,9
2017-03-10,fa,147,157
2017-03-10,fi,134,142
2017-03-10,fil,4,5
2017-03-10,fr,30819,32951
2017-03-10,fr-CA,3,3
2017-03-10,ga,2,3
2017-03-10,gl,34,36
2017-03-10,gu,4,4
2017-03-10,he,235,251
2017-03-10,hi,49,52
2017-03-10,hr,9,10
2017-03-10,hu,80,85
2017-03-10,id,14084,15605
2017-03-10,in,9,10
2017-03-10,it,1529,1638
2017-03-10,ja,710,792
2017-03-10,kn,3,3
2017-03-10,ko,116,129
2017-03-10,lv,4,5
2017-03-10,ms,5,5
2017-03-10,msa,46,53
2017-03-10,nb,20,22
2017-03-10,nl,7260,7591
2017-03-10,no,170,172
2017-03-10,pl,474,494
2017-03-10,pt,2425,2612
2017-03-10,pt-PT,19,20
2017-03-10,ro,19,20
2017-03-10,ru,1485,1563
2017-03-10,sk,2,2
2017-03-10,sl,0,1
2017-03-10,sr,23,23
2017-03-10,sv,773,807
2017-03-10,ta,1,1
2017-03-10,th,107,122
2017-03-10,tr,4702,4947
2017-03-10,uk,16,20
2017-03-10,ur,7,7
2017-03-10,vi,13,14
2017-03-10,xx-lc,15,16
2017-03-10,zh-CN,35,36
2017-03-10,zh-TW,8,8
2017-03-10,zh-cn,116,122
2017-03-10,zh-tw,24,30
2017-03-11,ar,412358,412358
2017-03-11,bg,4,4
2017-03-11,bn,3,3
2017-03-11,ca,276,276
2017-03-11,cs,119,119
2017-03-11,cy,5,5
2017-03-11,da,228,228
2017-03-11,de,5810,5810
2017-03-11,el,115,115
2017-03-11,en,472202,472202
2017-03-11,en-AU,53,53
2017-03-11,en-GB,1504,1504
2017-03-11,en-IN,12,12
2017-03-11,en-US,7,7
2017-03-11,en-gb,9800,9800
2017-03-11,es,17043,17043
2017-03-11,es-MX,6,6
2017-03-11,eu,10,10
2017-03-11,fa,159,159
2017-03-11,fi,171,171
2017-03-11,fil,6,6
2017-03-11,fr,29191,29191
2017-03-11,fr-CA,2,2
2017-03-11,ga,4,4
2017-03-11,gl,19,19
2017-03-11,gu,1,1
2017-03-11,he,197,197
2017-03-11,hi,145,145
2017-03-11,hr,10,10
2017-03-11,hu,74,74
2017-03-11,id,20554,20554
2017-03-11,in,7,7
2017-03-11,it,1791,1791
2017-03-11,ja,791,791
2017-03-11,kn,9,9
2017-03-11,ko,93,93
2017-03-11,lv,4,4
2017-03-11,mr,5,5
2017-03-11,ms,3,3
2017-03-11,msa,62,62
2017-03-11,nb,18,18
2017-03-11,nl,5578,5578
2017-03-11,no,90,90
2017-03-11,pl,534,534
2017-03-11,pt,1437,1437
2017-03-11,pt-PT,8,8
2017-03-11,ro,30,30
2017-03-11,ru,1336,1336
2017-03-11,sk,2,2
2017-03-11,sr,12,12
2017-03-11,sv,869,869
2017-03-11,ta,6,6
2017-03-11,th,105,105
2017-03-11,tr,6906,6906
2017-03-11,uk,12,12
2017-03-11,ur,6,6
2017-03-11,vi,11,11
2017-03-11,xx-lc,15,15
2017-03-11,zh-CN,24,24
2017-03-11,zh-Hans,2,2
2017-03-11,zh-TW,5,5
2017-03-11,zh-cn,115,115
2017-03-11,zh-tw,29,29
2017-03-12,ar,459312,459312
2017-03-12,bg,11,11
2017-03-12,bn,6,6
2017-03-12,ca,272,272
2017-03-12,cs,161,161
2017-03-12,cy,3,3
2017-03-12,da,231,231
2017-03-12,de,8443,8443
2017-03-12,el,166,166
2017-03-12,en,510902,510902
2017-03-12,en-AU,49,49
2017-03-12,en-GB,2150,2150
2017-03-12,en-IN,8,8
2017-03-12,en-gb,11539,11539
2017-03-12,es,19329,19329
2017-03-12,es-MX,2,2
2017-03-12,eu,10,10
2017-03-12,fa,138,138
2017-03-12,fi,229,229
2017-03-12,fil,6,6
2017-03-12,fr,30524,30524
2017-03-12,fr-CA,2,2
2017-03-12,ga,3,3
2017-03-12,gl,20,20
2017-03-12,he,272,272
2017-03-12,hi,153,153
2017-03-12,hr,21,21
2017-03-12,hu,88,88
2017-03-12,id,20936,20936
2017-03-12,in,5,5
2017-03-12,it,2068,2068
2017-03-12,ja,796,796
2017-03-12,kn,5,5
2017-03-12,ko,125,125
2017-03-12,lv,11,11
2017-03-12,mr,5,5
2017-03-12,ms,8,8
2017-03-12,msa,67,67
2017-03-12,nb,31,31
2017-03-12,nl,7997,7997
2017-03-12,no,145,145
2017-03-12,pa,6,6
2017-03-12,pl,1107,1107
2017-03-12,pt,1831,1831
2017-03-12,pt-PT,3,3
2017-03-12,ro,22,22
2017-03-12,ru,1382,1382
2017-03-12,sk,4,4
2017-03-12,sr,15,15
2017-03-12,sv,1127,1127
2017-03-12,th,113,113
2017-03-12,tr,8903,8903
2017-03-12,uk,13,13
2017-03-12,ur,1,1
2017-03-12,vi,14,14
2017-03-12,xx-lc,29,29
2017-03-12,zh-CN,33,33
2017-03-12,zh-TW,9,9
2017-03-12,zh-cn,167,167
2017-03-12,zh-tw,29,29
2017-03-13,ar,419401,419401
2017-03-13,bg,10,10
2017-03-13,bn,3,3
2017-03-13,ca,428,428
2017-03-13,cs,107,107
2017-03-13,cy,5,5
2017-03-13,da,272,272
2017-03-13,de,6707,6707
2017-03-13,el,199,199
2017-03-13,en,491385,491385
2017-03-13,en-AU,50,50
2017-03-13,en-GB,1611,1611
2017-03-13,en-IN,8,8
2017-03-13,en-US,1,1
2017-03-13,en-gb,10622,10622
2017-03-13,es,21372,21372
2017-03-13,es-MX,8,8
2017-03-13,eu,45,45
2017-03-13,fa,138,138
2017-03-13,fi,197,197
2017-03-13,fr,27597,27597
2017-03-13,fr-CA,1,1
2017-03-13,gl,29,29
2017-03-13,he,223,223
2017-03-13,hi,68,68
2017-03-13,hr,28,28
2017-03-13,hu,89,89
2017-03-13,id,18415,18415
2017-03-13,in,5,5
2017-03-13,it,1830,1830
2017-03-13,ja,757,757
2017-03-13,kn,5,5
2017-03-13,ko,236,236
2017-03-13,lv,10,10
2017-03-13,mr,1,1
2017-03-13,ms,4,4
2017-03-13,msa,68,68
2017-03-13,nb,25,25
2017-03-13,nl,7467,7467
2017-03-13,no,157,157
2017-03-13,pa,1,1
2017-03-13,pl,507,507
2017-03-13,pt,1330,1330
2017-03-13,pt-PT,3,3
2017-03-13,ro,24,24
2017-03-13,ru,1666,1666
2017-03-13,sk,3,3
2017-03-13,sr,18,18
2017-03-13,sv,875,875
2017-03-13,ta,1,1
2017-03-13,th,131,131
2017-03-13,tr,5423,5423
2017-03-13,uk,12,12
2017-03-13,ur,1,1
2017-03-13,vi,4,4
2017-03-13,xx-lc,38,38
2017-03-13,zh-CN,29,29
2017-03-13,zh-Hans,1,1
2017-03-13,zh-TW,10,10
2017-03-13,zh-cn,104,104
2017-03-13,zh-tw,33,33
2017-03-14,ar,451239,451239
2017-03-14,bg,8,8
2017-03-14,bn,2,2
2017-03-14,ca,437,437
2017-03-14,cs,117,117
2017-03-14,cy,8,8
2017-03-14,da,417,417
2017-03-14,de,6445,6445
2017-03-14,el,150,150
2017-03-14,en,525254,525254
2017-03-14,en-AU,60,60
2017-03-14,en-GB,1612,1612
2017-03-14,en-IN,8,8
2017-03-14,en-US,5,5
2017-03-14,en-gb,10169,10169
2017-03-14,es,26773,26773
2017-03-14,es-MX,9,9
2017-03-14,eu,23,23
2017-03-14,fa,186,186
2017-03-14,fi,185,185
2017-03-14,fil,3,3
2017-03-14,fr,27988,27988
2017-03-14,fr-CA,1,1
2017-03-14,ga,2,2
2017-03-14,gl,27,27
2017-03-14,he,251,251
2017-03-14,hi,97,97
2017-03-14,hr,15,15
2017-03-14,hu,107,107
2017-03-14,id,16638,16638
2017-03-14,in,17,17
2017-03-14,it,2057,2057
2017-03-14,ja,829,829
2017-03-14,kn,6,6
2017-03-14,ko,263,263
2017-03-14,lv,7,7
2017-03-14,mr,2,2
2017-03-14,ms,9,9
2017-03-14,msa,54,54
2017-03-14,nb,23,23
2017-03-14,nl,14176,14176
2017-03-14,no,169,169
2017-03-14,pl,462,462
2017-03-14,pt,1697,1697
2017-03-14,pt-PT,2,2
2017-03-14,ro,36,36
2017-03-14,ru,1935,1935
2017-03-14,sk,5,5
2017-03-14,sr,15,15
2017-03-14,sv,1037,1037
2017-03-14,th,127,127
2017-03-14,tr,5394,5394
2017-03-14,uk,32,32
2017-03-14,ur,7,7
2017-03-14,vi,13,13
2017-03-14,xx-lc,27,27
2017-03-14,zh-CN,16,16
2017-03-14,zh-TW,3,3
2017-03-14,zh-cn,125,125
2017-03-14,zh-tw,20,20
2017-03-15,ar,311871,311871
2017-03-15,bg,9,9
2017-03-15,bn,4,4
2017-03-15,ca,460,460
2017-03-15,cs,160,160
2017-03-15,cy,7,7
2017-03-15,da,381,381
2017-03-15,de,5738,5738
2017-03-15,el,140,140
2017-03-15,en,454251,454251
2017-03-15,en-AU,42,42
2017-03-15,en-GB,1401,1401
2017-03-15,en-IN,8,8
2017-03-15,en-gb,7561,7561
2017-03-15,es,26073,26073
2017-03-15,es-MX,6,6
2017-03-15,eu,18,18
2017-03-15,fa,112,112
2017-03-15,fi,190,190
2017-03-15,fil,4,4
2017-03-15,fr,22512,22512
2017-03-15,fr-CA,1,1
2017-03-15,ga,6,6
2017-03-15,gl,32,32
2017-03-15,he,207,207
2017-03-15,hi,116,116
2017-03-15,hr,17,17
2017-03-15,hu,100,100
2017-03-15,id,16162,16162
2017-03-15,in,9,9
2017-03-15,it,2157,2157
2017-03-15,ja,823,823
2017-03-15,kn,3,3
2017-03-15,ko,166,166
2017-03-15,lv,15,15
2017-03-15,mr,1,1
2017-03-15,ms,10,10
2017-03-15,msa,50,50
2017-03-15,nb,15,15
2017-03-15,nl,9978,9978
2017-03-15,no,182,182
2017-03-15,pl,488,488
2017-03-15,pt,1925,1925
2017-03-15,pt-PT,3,3
2017-03-15,ro,27,27
2017-03-15,ru,3029,3029
2017-03-15,sk,3,3
2017-03-15,sr,18,18
2017-03-15,sv,869,869
2017-03-15,ta,1,1
2017-03-15,th,99,99
2017-03-15,tr,5189,5189
2017-03-15,uk,26,26
2017-03-15,ur,13,13
2017-03-15,vi,14,14
2017-03-15,xx-lc,17,17
2017-03-15,zh-CN,37,37
2017-03-15,zh-TW,17,17
2017-03-15,zh-cn,114,114
2017-03-15,zh-tw,38,38
2017-03-16,af,4,4
2017-03-16,ar,434315,434315
2017-03-16,bg,8,8
2017-03-16,bn,1,1
2017-03-16,ca,399,399
2017-03-16,cs,121,121
2017-03-16,cy,3,3
2017-03-16,da,372,372
2017-03-16,de,7463,7463
2017-03-16,el,169,169
2017-03-16,en,734332,734332
2017-03-16,en-AU,52,52
2017-03-16,en-GB,1907,1907
2017-03-16,en-IN,6,6
2017-03-16,en-US,12,12
2017-03-16,en-gb,9464,9464
2017-03-16,es,28311,28311
2017-03-16,es-MX,8,8
2017-03-16,eu,20,20
2017-03-16,fa,145,145
2017-03-16,fi,251,251
2017-03-16,fil,6,6
2017-03-16,fr,34093,34093
2017-03-16,fr-CA,1,1
2017-03-16,ga,9,9
2017-03-16,gl,30,30
2017-03-16,he,218,218
2017-03-16,hi,124,124
2017-03-16,hr,27,27
2017-03-16,hu,97,97
2017-03-16,id,15777,15777
2017-03-16,in,6,6
2017-03-16,it,2648,2648
2017-03-16,ja,1047,1047
2017-03-16,kn,4,4
2017-03-16,ko,208,208
2017-03-16,lv,8,8
2017-03-16,mr,1,1
2017-03-16,ms,7,7
2017-03-16,msa,69,69
2017-03-16,nb,30,30
2017-03-16,nl,6688,6688
2017-03-16,no,195,195
2017-03-16,pl,580,580
2017-03-16,pt,1920,1920
2017-03-16,pt-BR,1,1
2017-03-16,pt-PT,1,1
2017-03-16,ro,47,47
2017-03-16,ru,4176,4176
2017-03-16,sk,2,2
2017-03-16,sl,2,2
2017-03-16,so,1,1
2017-03-16,sr,14,14
2017-03-16,sv,1303,1303
2017-03-16,ta,1,1
2017-03-16,th,181,181
2017-03-16,tr,6057,6057
2017-03-16,uk,26,26
2017-03-16,ur,10,10
2017-03-16,vi,12,12
2017-03-16,xx-lc,47,47
2017-03-16,zh-CN,44,44
2017-03-16,zh-HK,1,1
2017-03-16,zh-Hans,1,1
2017-03-16,zh-TW,14,14
2017-03-16,zh-cn,176,176
2017-03-16,zh-tw,25,25
2017-03-17,ar,509869,509869
2017-03-17,az,2,2
2017-03-17,be,2,2
2017-03-17,bg,9,9
2017-03-17,bn,1,1
2017-03-17,ca,479,479
2017-03-17,cs,134,134
2017-03-17,cy,4,4
2017-03-17,da,310,310
2017-03-17,de,7108,7108
2017-03-17,el,163,163
2017-03-17,en,611756,611756
2017-03-17,en-AU,56,56
2017-03-17,en-GB,1686,1686
2017-03-17,en-IN,11,11
2017-03-17,en-US,1,1
2017-03-17,en-gb,8807,8807
2017-03-17,es,30184,30184
2017-03-17,es-MX,10,10
2017-03-17,eu,22,22
2017-03-17,fa,144,144
2017-03-17,fi,186,186
2017-03-17,fil,8,8
2017-03-17,fr,29547,29547
2017-03-17,fr-CA,3,3
2017-03-17,ga,7,7
2017-03-17,gl,38,38
2017-03-17,he,370,370
2017-03-17,hi,120,120
2017-03-17,hr,22,22
2017-03-17,hu,104,104
2017-03-17,id,15899,15899
2017-03-17,in,4,4
2017-03-17,it,2371,2371
2017-03-17,ja,1038,1038
2017-03-17,ko,278,278
2017-03-17,lv,10,10
2017-03-17,ms,5,5
2017-03-17,msa,82,82
2017-03-17,nb,35,35
2017-03-17,nl,5685,5685
2017-03-17,no,149,149
2017-03-17,pl,490,490
2017-03-17,pt,3387,3387
2017-03-17,pt-PT,5,5
2017-03-17,ro,32,32
2017-03-17,ru,2180,2180
2017-03-17,sk,2,2
2017-03-17,sr,19,19
2017-03-17,sv,1065,1065
2017-03-17,ta,1,1
2017-03-17,th,117,117
2017-03-17,tr,6390,6390
2017-03-17,uk,17,17
2017-03-17,ur,9,9
2017-03-17,vi,19,19
2017-03-17,xx-lc,23,23
2017-03-17,zh-CN,59,59
2017-03-17,zh-Hans,2,2
2017-03-17,zh-Hant,1,1
2017-03-17,zh-TW,14,14
2017-03-17,zh-cn,136,136
2017-03-17,zh-tw,39,39
2017-03-18,ar,419138,419138
2017-03-18,be,2,2
2017-03-18,bg,7,7
2017-03-18,bn,1,1
2017-03-18,ca,387,387
2017-03-18,cs,162,162
2017-03-18,da,374,374
2017-03-18,de,8283,8283
2017-03-18,el,165,165
2017-03-18,en,563388,563388
2017-03-18,en-AU,70,70
2017-03-18,en-GB,1692,1692
2017-03-18,en-IN,9,9
2017-03-18,en-US,7,7
2017-03-18,en-gb,9206,9206
2017-03-18,es,23414,23414
2017-03-18,es-MX,7,7
2017-03-18,eu,17,17
2017-03-18,fa,158,158
2017-03-18,fi,204,204
2017-03-18,fil,5,5
2017-03-18,fr,29000,29000
2017-03-18,fr-CA,1,1
2017-03-18,ga,3,3
2017-03-18,gl,33,33
2017-03-18,he,408,408
2017-03-18,hi,144,144
2017-03-18,hr,14,14
2017-03-18,hu,103,103
2017-03-18,id,14043,14043
2017-03-18,in,3,3
2017-03-18,it,2749,2749
2017-03-18,ja,1128,1128
2017-03-18,kn,6,6
2017-03-18,ko,453,453
2017-03-18,lv,15,15
2017-03-18,mr,1,1
2017-03-18,msa,66,66
2017-03-18,nb,20,20
2017-03-18,nl,7274,7274
2017-03-18,no,157,157
2017-03-18,pl,549,549
2017-03-18,pt,2161,2161
2017-03-18,pt-PT,1,1
2017-03-18,ro,33,33
2017-03-18,ru,2238,2238
2017-03-18,sk,6,6
2017-03-18,sl,1,1
2017-03-18,sr,25,25
2017-03-18,sv,1110,1110
2017-03-18,ta,1,1
2017-03-18,th,159,159
2017-03-18,tr,4822,4822
2017-03-18,uk,27,27
2017-03-18,ur,2,2
2017-03-18,vi,15,15
2017-03-18,xx-lc,36,36
2017-03-18,zh-CN,71,71
2017-03-18,zh-HK,1,1
2017-03-18,zh-Hans,1,1
2017-03-18,zh-Hant,1,1
2017-03-18,zh-TW,11,11
2017-03-18,zh-cn,193,193
2017-03-18,zh-tw,41,41
2017-03-19,ar,429926,429926
2017-03-19,bg,4,4
2017-03-19,bn,3,3
2017-03-19,ca,355,355
2017-03-19,cs,192,192
2017-03-19,cy,2,2
2017-03-19,da,307,307
2017-03-19,de,6891,6891
2017-03-19,el,153,153
2017-03-19,en,527829,527829
2017-03-19,en-AU,48,48
2017-03-19,en-GB,1834,1834
2017-03-19,en-IN,15,15
2017-03-19,en-US,3,3
2017-03-19,en-gb,8926,8926
2017-03-19,es,19927,19927
2017-03-19,es-MX,4,4
2017-03-19,eu,28,28
2017-03-19,fa,145,145
2017-03-19,fi,194,194
2017-03-19,fil,4,4
2017-03-19,fr,25110,25110
2017-03-19,ga,3,3
2017-03-19,gl,12,12
2017-03-19,gu,1,1
2017-03-19,he,412,412
2017-03-19,hi,135,135
2017-03-19,hr,17,17
2017-03-19,hu,100,100
2017-03-19,id,16533,16533
2017-03-19,in,5,5
2017-03-19,it,2446,2446
2017-03-19,ja,707,707
2017-03-19,kn,5,5
2017-03-19,ko,158,158
2017-03-19,lv,7,7
2017-03-19,mr,2,2
2017-03-19,ms,4,4
2017-03-19,msa,82,82
2017-03-19,nb,27,27
2017-03-19,nl,7473,7473
2017-03-19,no,151,151
2017-03-19,pa,2,2
2017-03-19,pl,568,568
2017-03-19,pt,1336,1336
2017-03-19,pt-PT,1,1
2017-03-19,ro,33,33
2017-03-19,ru,3441,3441
2017-03-19,sl,1,1
2017-03-19,sr,19,19
2017-03-19,sv,1227,1227
2017-03-19,ta,4,4
2017-03-19,th,105,105
2017-03-19,tr,5507,5507
2017-03-19,uk,5,5
2017-03-19,ur,4,4
2017-03-19,vi,16,16
2017-03-19,xx-lc,33,33
2017-03-19,zh-CN,52,52
2017-03-19,zh-Hans,4,4
2017-03-19,zh-TW,8,8
2017-03-19,zh-cn,210,210
2017-03-19,zh-tw,35,35
2017-03-20,ar,460737,460737
2017-03-20,bg,1,1
2017-03-20,bn,4,4
2017-03-20,ca,276,276
2017-03-20,co,1,1
2017-03-20,cs,117,117
2017-03-20,cy,5,5
2017-03-20,da,273,273
2017-03-20,de,5557,5557
2017-03-20,el,160,160
2017-03-20,en,469360,469360
2017-03-20,en-AU,51,51
2017-03-20,en-GB,1577,1577
2017-03-20,en-IN,9,9
2017-03-20,en-SS,1,1
2017-03-20,en-US,2,2
2017-03-20,en-gb,8205,8205
2017-03-20,es,21358,21358
2017-03-20,es-MX,5,5
2017-03-20,eu,19,19
2017-03-20,fa,144,144
2017-03-20,fi,176,176
2017-03-20,fil,7,7
2017-03-20,fr,89821,89821
2017-03-20,fr-CA,3,3
2017-03-20,ga,2,2
2017-03-20,gl,23,23
2017-03-20,he,248,248
2017-03-20,hi,135,135
2017-03-20,hr,13,13
2017-03-20,hu,93,93
2017-03-20,id,16004,16004
2017-03-20,in,6,6
2017-03-20,it,2379,2379
2017-03-20,ja,759,759
2017-03-20,kn,4,4
2017-03-20,ko,141,141
2017-03-20,lv,14,14
2017-03-20,mr,1,1
2017-03-20,ms,3,3
2017-03-20,msa,90,90
2017-03-20,nb,23,23
2017-03-20,nl,5938,5938
2017-03-20,no,150,150
2017-03-20,pa,1,1
2017-03-20,pl,373,373
2017-03-20,pt,1358,1358
2017-03-20,pt-PT,3,3
2017-03-20,ro,15,15
2017-03-20,ru,3170,3170
2017-03-20,sk,3,3
2017-03-20,sq,1,1
2017-03-20,sr,26,26
2017-03-20,sv,897,897
2017-03-20,th,132,132
2017-03-20,tr,5594,5594
2017-03-20,uk,10,10
2017-03-20,ur,17,17
2017-03-20,vi,11,11
2017-03-20,xx-lc,28,28
2017-03-20,zh-CN,55,55
2017-03-20,zh-Hans,2,2
2017-03-20,zh-TW,13,13
2017-03-20,zh-cn,153,153
2017-03-20,zh-tw,36,36
2017-03-21,ar,411951,411951
2017-03-21,bg,3,3
2017-03-21,bn,2,2
2017-03-21,ca,284,284
2017-03-21,cs,90,90
2017-03-21,da,239,239
2017-03-21,de,5744,5744
2017-03-21,el,178,178
2017-03-21,en,446416,446416
2017-03-21,en-AU,52,52
2017-03-21,en-GB,1450,1450
2017-03-21,en-IN,11,11
2017-03-21,en-gb,7338,7338
2017-03-21,es,19972,19972
2017-03-21,es-MX,11,11
2017-03-21,eu,26,26
2017-03-21,fa,122,122
2017-03-21,fi,173,173
2017-03-21,fil,5,5
2017-03-21,fr,54554,54554
2017-03-21,fr-CA,3,3
2017-03-21,ga,2,2
2017-03-21,gl,10,10
2017-03-21,he,251,251
2017-03-21,hi,150,150
2017-03-21,hr,17,17
2017-03-21,hu,87,87
2017-03-21,id,14132,14132
2017-03-21,in,3,3
2017-03-21,it,1887,1887
2017-03-21,ja,761,761
2017-03-21,kn,8,8
2017-03-21,ko,129,129
2017-03-21,lv,10,10
2017-03-21,mr,1,1
2017-03-21,ms,1,1
2017-03-21,msa,51,51
2017-03-21,nb,17,17
2017-03-21,nl,4711,4711
2017-03-21,no,105,105
2017-03-21,pl,472,472
2017-03-21,pt,1274,1274
2017-03-21,pt-PT,1,1
2017-03-21,ro,21,21
2017-03-21,ru,2262,2262
2017-03-21,sk,1,1
2017-03-21,sl,2,2
2017-03-21,so,1,1
2017-03-21,sq,1,1
2017-03-21,sr,21,21
2017-03-21,sv,684,684
2017-03-21,ta,3,3
2017-03-21,th,98,98
2017-03-21,tr,4536,4536
2017-03-21,uk,18,18
2017-03-21,ur,6,6
2017-03-21,vi,7,7
2017-03-21,xx-lc,36,36
2017-03-21,zh-CN,44,44
2017-03-21,zh-Hans,2,2
2017-03-21,zh-TW,8,8
2017-03-21,zh-cn,168,168
2017-03-21,zh-tw,36,36
2017-03-22,ar,388556,388556
2017-03-22,be,1,1
2017-03-22,bg,7,7
2017-03-22,bn,5,5
2017-03-22,ca,323,323
2017-03-22,cs,257,257
2017-03-22,cy,2,2
2017-03-22,da,408,408
2017-03-22,de,9176,9176
2017-03-22,el,304,304
2017-03-22,en,688370,688370
2017-03-22,en-AU,62,62
2017-03-22,en-GB,4960,4960
2017-03-22,en-IN,11,11
2017-03-22,en-SS,1,1
2017-03-22,en-US,1,1
2017-03-22,en-gb,18332,18332
2017-03-22,es,32637,32637
2017-03-22,es-MX,4,4
2017-03-22,eu,27,27
2017-03-22,fa,135,135
2017-03-22,fi,325,325
2017-03-22,fil,7,7
2017-03-22,fr,47858,47858
2017-03-22,fr-CA,4,4
2017-03-22,ga,9,9
2017-03-22,gl,13,13
2017-03-22,he,347,347
2017-03-22,hi,167,167
2017-03-22,hr,30,30
2017-03-22,hu,153,153
2017-03-22,id,13747,13747
2017-03-22,in,4,4
2017-03-22,it,4226,4226
2017-03-22,ja,877,877
2017-03-22,kn,4,4
2017-03-22,ko,109,109
2017-03-22,lt,2,2
2017-03-22,lv,21,21
2017-03-22,mr,2,2
2017-03-22,ms,5,5
2017-03-22,msa,250,250
2017-03-22,nb,21,21
2017-03-22,nl,11998,11998
2017-03-22,no,212,212
2017-03-22,pl,1147,1147
2017-03-22,pt,4425,4425
2017-03-22,pt-PT,25,25
2017-03-22,ro,54,54
2017-03-22,ru,2470,2470
2017-03-22,sk,14,14
2017-03-22,sq,1,1
2017-03-22,sr,31,31
2017-03-22,sv,1894,1894
2017-03-22,ta,2,2
2017-03-22,th,230,230
2017-03-22,tr,4681,4681
2017-03-22,uk,14,14
2017-03-22,ur,18,18
2017-03-22,vi,14,14
2017-03-22,xx-lc,41,41
2017-03-22,zh-CN,96,96
2017-03-22,zh-Hans,1,1
2017-03-22,zh-TW,7,7
2017-03-22,zh-cn,200,200
2017-03-22,zh-tw,48,48
2017-03-23,af,1,1
2017-03-23,ar,522245,522245
2017-03-23,bg,10,10
2017-03-23,bn,3,3
2017-03-23,ca,390,390
2017-03-23,cs,245,245
2017-03-23,cy,7,7
2017-03-23,da,433,433
2017-03-23,de,10576,10576
2017-03-23,el,215,215
2017-03-23,en,768459,768459
2017-03-23,en-AU,121,121
2017-03-23,en-GB,5791,5791
2017-03-23,en-IN,13,13
2017-03-23,en-US,2,2
2017-03-23,en-gb,20688,20688
2017-03-23,es,33854,33854
2017-03-23,es-MX,4,4
2017-03-23,eu,30,30
2017-03-23,fa,177,177
2017-03-23,fi,358,358
2017-03-23,fil,3,3
2017-03-23,fr,44427,44427
2017-03-23,ga,8,8
2017-03-23,gl,19,19
2017-03-23,gu,1,1
2017-03-23,haw,1,1
2017-03-23,he,482,482
2017-03-23,hi,170,170
2017-03-23,hr,28,28
2017-03-23,hu,117,117
2017-03-23,id,16883,16883
2017-03-23,in,9,9
2017-03-23,it,3923,3923
